WL	EN	AR	Marker
1.6397e+00	1.9693e-01	1.6963e+00	0.0000e+00
1.6433e+00	1.9654e-01	1.6999e+00	0.0000e+00
1.6479e+00	1.9621e-01	1.7042e+00	0.0000e+00
1.6537e+00	1.9592e-01	1.7082e+00	0.0000e+00
1.6562e+00	1.9621e-01	1.7096e+00	0.0000e+00
1.6503e+00	1.9683e-01	1.7104e+00	0.0000e+00
1.6371e+00	1.9752e-01	1.7101e+00	0.0000e+00
1.6206e+00	1.9822e-01	1.7093e+00	0.0000e+00
1.6058e+00	1.9890e-01	1.7085e+00	0.0000e+00
1.5968e+00	1.9953e-01	1.7088e+00	0.0000e+00
1.5952e+00	2.0001e-01	1.7111e+00	0.0000e+00
1.5908e+00	2.0019e-01	1.7152e+00	0.0000e+00
1.5883e+00	2.0016e-01	1.7210e+00	0.0000e+00
1.5863e+00	2.0010e-01	1.7271e+00	0.0000e+00
1.5854e+00	1.9990e-01	1.7354e+00	0.0000e+00
1.5861e+00	1.9942e-01	1.7414e+00	0.0000e+00
1.5883e+00	1.9859e-01	1.7442e+00	0.0000e+00
1.5937e+00	1.9711e-01	1.7444e+00	0.0000e+00
1.6015e+00	1.9651e-01	1.7415e+00	0.0000e+00
1.6082e+00	1.9634e-01	1.7375e+00	0.0000e+00
1.6122e+00	1.9636e-01	1.7353e+00	0.0000e+00
1.6128e+00	1.9649e-01	1.7343e+00	0.0000e+00
1.6103e+00	1.9672e-01	1.7348e+00	0.0000e+00
1.6058e+00	1.9711e-01	1.7349e+00	0.0000e+00
1.6008e+00	1.9776e-01	1.7345e+00	0.0000e+00
1.5964e+00	1.9863e-01	1.7304e+00	0.0000e+00
1.5932e+00	1.9905e-01	1.7252e+00	0.0000e+00
1.5909e+00	1.9938e-01	1.7241e+00	0.0000e+00
1.5892e+00	1.9956e-01	1.7315e+00	0.0000e+00
1.5833e+00	2.0026e-01	1.7477e+00	0.0000e+00
1.5693e+00	2.0132e-01	1.7668e+00	0.0000e+00
1.5479e+00	2.0240e-01	1.7879e+00	0.0000e+00
1.5226e+00	2.0351e-01	1.8108e+00	0.0000e+00
1.4984e+00	2.0475e-01	1.8329e+00	0.0000e+00
1.4803e+00	2.0625e-01	1.8510e+00	0.0000e+00
1.4719e+00	2.0734e-01	1.8635e+00	0.0000e+00
1.4753e+00	2.0700e-01	1.8692e+00	0.0000e+00
1.4882e+00	2.0631e-01	1.8688e+00	0.0000e+00
1.5092e+00	2.0551e-01	1.8679e+00	0.0000e+00
1.5345e+00	2.0456e-01	1.8766e+00	0.0000e+00
1.5581e+00	2.0348e-01	1.8954e+00	0.0000e+00
1.5751e+00	2.0233e-01	1.9291e+00	0.0000e+00
1.5835e+00	2.0134e-01	1.9826e+00	0.0000e+00
1.5835e+00	2.0114e-01	2.0156e+00	0.0000e+00
1.5783e+00	2.0172e-01	2.0501e+00	0.0000e+00
1.5713e+00	2.0233e-01	2.0794e+00	0.0000e+00
1.5724e+00	2.0248e-01	2.0904e+00	0.0000e+00
1.5729e+00	2.0273e-01	2.0933e+00	0.0000e+00
1.5732e+00	2.0304e-01	2.0896e+00	0.0000e+00
1.5712e+00	2.0343e-01	2.0821e+00	0.0000e+00
1.5626e+00	2.0391e-01	2.0717e+00	0.0000e+00
1.5470e+00	2.0441e-01	2.0604e+00	0.0000e+00
1.5277e+00	2.0491e-01	2.0479e+00	0.0000e+00
1.5103e+00	2.0538e-01	2.0345e+00	0.0000e+00
1.5000e+00	2.0576e-01	2.0199e+00	0.0000e+00
1.4989e+00	2.0594e-01	2.0048e+00	0.0000e+00
1.5043e+00	2.0578e-01	1.9897e+00	0.0000e+00
1.5118e+00	2.0529e-01	1.9752e+00	0.0000e+00
1.5197e+00	2.0446e-01	1.9622e+00	0.0000e+00
1.5281e+00	2.0338e-01	1.9506e+00	0.0000e+00
1.5370e+00	2.0228e-01	1.9384e+00	0.0000e+00
1.5460e+00	2.0147e-01	1.9293e+00	0.0000e+00
1.5549e+00	2.0078e-01	1.9220e+00	0.0000e+00
1.5640e+00	2.0004e-01	1.9151e+00	0.0000e+00
1.5739e+00	1.9900e-01	1.9110e+00	0.0000e+00
1.5850e+00	1.9752e-01	1.9089e+00	0.0000e+00
1.5974e+00	1.9540e-01	1.9076e+00	0.0000e+00
1.6143e+00	1.9393e-01	1.9060e+00	0.0000e+00
1.6253e+00	1.9420e-01	1.9036e+00	0.0000e+00
1.6226e+00	1.9554e-01	1.9010e+00	0.0000e+00
1.6039e+00	1.9722e-01	1.8986e+00	0.0000e+00
1.5741e+00	1.9867e-01	1.8966e+00	0.0000e+00
1.5400e+00	1.9994e-01	1.8950e+00	0.0000e+00
1.5092e+00	2.0119e-01	1.8939e+00	0.0000e+00
1.4891e+00	2.0230e-01	1.8931e+00	0.0000e+00
1.4849e+00	2.0275e-01	1.8931e+00	0.0000e+00
1.4981e+00	2.0233e-01	1.8933e+00	0.0000e+00
1.5228e+00	2.0151e-01	1.8934e+00	0.0000e+00
1.5532e+00	2.0047e-01	1.8944e+00	0.0000e+00
1.5844e+00	1.9926e-01	1.8991e+00	0.0000e+00
1.6107e+00	1.9797e-01	1.9110e+00	0.0000e+00
1.6293e+00	1.9678e-01	1.9378e+00	1.0000e+00
1.6290e+00	1.9716e-01	1.9734e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0032e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0288e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0445e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0601e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0723e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0754e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0734e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0684e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0624e+00	0.0000e+00
1.6290e+00	1.9716e-01	2.0567e+00	0.0000e+00
1.6325e+00	1.9692e-01	2.0515e+00	0.0000e+00
1.6299e+00	1.9767e-01	2.0465e+00	0.0000e+00
1.6218e+00	1.9920e-01	2.0414e+00	0.0000e+00
1.6112e+00	2.0133e-01	2.0362e+00	0.0000e+00
1.6054e+00	2.0222e-01	2.0306e+00	0.0000e+00
1.6124e+00	2.0174e-01	2.0247e+00	0.0000e+00
1.6277e+00	2.0100e-01	2.0188e+00	0.0000e+00
1.6452e+00	2.0043e-01	2.0134e+00	0.0000e+00
1.6602e+00	2.0007e-01	2.0077e+00	0.0000e+00
1.6698e+00	1.9994e-01	2.0026e+00	0.0000e+00
1.6739e+00	2.0020e-01	1.9998e+00	0.0000e+00
1.6772e+00	2.0089e-01	1.9970e+00	0.0000e+00
1.6804e+00	2.0168e-01	1.9938e+00	0.0000e+00
1.6832e+00	2.0174e-01	1.9923e+00	0.0000e+00
1.6900e+00	2.0121e-01	1.9935e+00	0.0000e+00
1.7010e+00	2.0022e-01	2.0022e+00	0.0000e+00
1.7122e+00	1.9918e-01	2.0163e+00	0.0000e+00
1.7237e+00	1.9817e-01	2.0349e+00	0.0000e+00
1.7338e+00	1.9752e-01	2.0546e+00	0.0000e+00
1.7357e+00	1.9804e-01	2.0727e+00	0.0000e+00
1.7265e+00	1.9896e-01	2.0876e+00	0.0000e+00
1.7078e+00	2.0001e-01	2.0982e+00	0.0000e+00
1.6854e+00	2.0110e-01	2.1037e+00	0.0000e+00
1.6661e+00	2.0214e-01	2.1047e+00	0.0000e+00
1.6545e+00	2.0301e-01	2.1020e+00	0.0000e+00
1.6538e+00	2.0323e-01	2.0965e+00	0.0000e+00
1.6587e+00	2.0272e-01	2.0905e+00	0.0000e+00
1.6642e+00	2.0166e-01	2.0849e+00	0.0000e+00
1.6687e+00	2.0052e-01	2.0791e+00	0.0000e+00
1.6710e+00	1.9977e-01	2.0725e+00	0.0000e+00
1.6698e+00	1.9966e-01	2.0624e+00	0.0000e+00
1.6671e+00	2.0003e-01	2.0534e+00	0.0000e+00
1.6656e+00	2.0055e-01	2.0441e+00	0.0000e+00
1.6670e+00	2.0093e-01	2.0324e+00	0.0000e+00
1.6706e+00	2.0093e-01	2.0231e+00	0.0000e+00
1.6754e+00	2.0058e-01	2.0141e+00	0.0000e+00
1.6807e+00	1.9977e-01	2.0055e+00	0.0000e+00
1.6894e+00	1.9820e-01	1.9974e+00	0.0000e+00
1.7013e+00	1.9700e-01	1.9897e+00	0.0000e+00
1.7119e+00	1.9642e-01	1.9825e+00	0.0000e+00
1.7159e+00	1.9626e-01	1.9761e+00	0.0000e+00
1.7093e+00	1.9640e-01	1.9705e+00	0.0000e+00
1.6926e+00	1.9691e-01	1.9655e+00	0.0000e+00
1.6710e+00	1.9788e-01	1.9612e+00	0.0000e+00
1.6519e+00	1.9938e-01	1.9573e+00	0.0000e+00
1.6415e+00	2.0062e-01	1.9536e+00	0.0000e+00
1.6369e+00	2.0126e-01	1.9502e+00	0.0000e+00
1.6326e+00	2.0183e-01	1.9469e+00	0.0000e+00
1.6257e+00	2.0248e-01	1.9436e+00	0.0000e+00
1.6167e+00	2.0308e-01	1.9403e+00	0.0000e+00
1.6061e+00	2.0350e-01	1.9365e+00	0.0000e+00
1.5947e+00	2.0375e-01	1.9330e+00	0.0000e+00
1.5843e+00	2.0398e-01	1.9309e+00	0.0000e+00
1.5784e+00	2.0411e-01	1.9284e+00	0.0000e+00
1.5832e+00	2.0341e-01	1.9258e+00	0.0000e+00
1.6004e+00	2.0272e-01	1.9240e+00	0.0000e+00
1.6242e+00	2.0241e-01	1.9223e+00	0.0000e+00
1.6471e+00	2.0214e-01	1.9211e+00	0.0000e+00
1.6735e+00	2.0110e-01	1.9202e+00	0.0000e+00
1.6944e+00	2.0006e-01	1.9194e+00	0.0000e+00
1.7050e+00	1.9910e-01	1.9187e+00	0.0000e+00
1.7051e+00	1.9841e-01	1.9181e+00	0.0000e+00
1.7019e+00	1.9794e-01	1.9174e+00	0.0000e+00
1.6996e+00	1.9743e-01	1.9163e+00	0.0000e+00
1.6979e+00	1.9686e-01	1.9149e+00	0.0000e+00
1.6964e+00	1.9625e-01	1.9122e+00	0.0000e+00
